eventID,station_name,origin_time,start_time,channel_name,network,sta_longitude,sta_latitude,sta_depth,ev_longitude,ev_latitude,ev_depth,E_P_idx,N_P_idx,Z_P_idx,E_shift(s),N_shift(s),Z_shift(s),sampling_rate,Z_npts,N_npts,E_npts,Z_factor,N_factor,E_factor,epi_dist,hypo_dist,magnitude
13010321.P18,TW.STYH.00.HN,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,HNZ(1/2),CWBSN,120.77570343017578,23.170400619506836,-0.005,121.24130249023438,22.865299224853516,8.930000305175781,7114,7114,7114,0.0,0.0,0.0,100.0,36001,36001,36001,6.45e-06,6.48e-06,6.4e-06,58.47740900613994,59.15607825511144,3.85
13010321.P18,TW.STYH.10.HN,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,HNZ(N/E),CWBSN,120.77570343017578,23.170400619506836,-0.005,121.24130249023438,22.865299224853516,8.930000305175781,7116,7116,7116,0.0,0.0,0.0,100.0,36001,36001,36001,6.44e-06,6.39e-06,6.43e-06,58.47740900613994,59.15607825511144,3.85
13010321.P18,TW.TAW.10.EH,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,EHZ(N/E),CWBSN,120.90360260009766,22.35580062866211,-0.008,121.24130249023438,22.865299224853516,8.930000305175781,7194,7194,7194,0.0,0.0,0.0,100.0,36001,36001,36001,8.89e-09,8.89e-09,8.89e-09,66.24831905457233,66.84854244493094,3.85
13010321.P18,TW.TAW.10.HL,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,HLZ(N/E),CWBSN,120.90360260009766,22.35580062866211,-0.008,121.24130249023438,22.865299224853516,8.930000305175781,7219,7219,7219,0.0,0.0,0.0,100.0,36001,36001,36001,3.23e-06,3.23e-06,3.23e-06,66.24831905457233,66.84854244493094,3.85
13010321.P18,TW.TAWH.00.HH,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,HHZ(1/2),CWBSN,120.88790130615234,22.339799880981445,0.164,121.24130249023438,22.865299224853516,8.930000305175781,7216,7216,7216,0.0,0.0,0.0,100.0,36001,36001,36001,1.57e-09,1.66e-09,1.57e-09,68.6059331623184,69.16369587018063,3.85
13010321.P18,TW.TAWH.00.HN,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,HNZ(1/2),CWBSN,120.88790130615234,22.339799880981445,0.164,121.24130249023438,22.865299224853516,8.930000305175781,7222,7222,7222,0.0,0.0,0.0,100.0,36001,36001,36001,6.45e-06,6.45e-06,6.47e-06,68.6059331623184,69.16369587018063,3.85
13010321.P18,TW.TAWH.10.HN,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,HNZ(N/E),CWBSN,120.88790130615234,22.339799880981445,0.364,121.24130249023438,22.865299224853516,8.930000305175781,7226,7226,7226,0.0,0.0,0.0,100.0,36001,36001,36001,6.5e-06,6.44e-06,6.45e-06,68.6059331623184,69.13863193830763,3.85
13010321.P18,TW.TTN.10.EH,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,EHZ(N/E),CWBSN,121.15489959716797,22.752399444580078,-0.009,121.24130249023438,22.865299224853516,8.930000305175781,6432,6432,6432,0.0,0.0,0.0,100.0,36001,36001,36001,8.89e-09,8.89e-09,8.89e-09,15.329890891490695,17.74573980427252,3.85
13010321.P18,TW.TTN.00.HH,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,HHZ(1/2),CWBSN,121.15489959716797,22.752399444580078,0.287,121.24130249023438,22.865299224853516,8.930000305175781,6415,6415,6415,0.0,0.0,0.0,100.0,36001,36001,36001,1.56e-09,1.5e-09,1.44e-09,15.329890891490695,17.59849451005051,3.85
13010321.P18,TW.TTN.10.HL,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,HLZ(N/E),CWBSN,121.15489959716797,22.752399444580078,-0.009,121.24130249023438,22.865299224853516,8.930000305175781,6432,6432,6432,0.0,0.0,0.0,100.0,36001,36001,36001,3.12e-06,3.12e-06,3.12e-06,15.329890891490695,17.74573980427252,3.85
13010321.P18,TW.TTN.00.HN,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,HNZ(1/2),CWBSN,121.15489959716797,22.752399444580078,0.287,121.24130249023438,22.865299224853516,8.930000305175781,6415,6415,6415,0.0,0.0,0.0,100.0,36001,36001,36001,6.42e-06,6.55e-06,6.47e-06,15.329890891490695,17.59849451005051,3.85
13010321.P18,TW.TWF1.10.EH,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,EHZ(N/E),CWBSN,121.3052978515625,23.350799560546875,-0.26,121.24130249023438,22.865299224853516,8.930000305175781,6983,6983,6983,0.0,0.0,0.0,100.0,36001,36001,36001,8.89e-09,8.89e-09,8.89e-09,54.165177782332435,54.93926273441254,3.85
13010321.P18,TW.TWF1.10.HL,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,HLZ(N/E),CWBSN,121.3052978515625,23.350799560546875,-0.26,121.24130249023438,22.865299224853516,8.930000305175781,6998,6998,6998,0.0,0.0,0.0,100.0,36001,36001,36001,3.12e-06,3.12e-06,3.12e-06,54.165177782332435,54.93926273441254,3.85
13010321.P18,TW.TWG.10.EH,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,EHZ(N/E),CWBSN,121.07990264892578,22.817699432373047,-0.195,121.24130249023438,22.865299224853516,8.930000305175781,6382,6382,6382,0.0,0.0,0.0,100.0,36001,36001,36001,8.89e-09,8.89e-09,8.89e-09,17.38480056480745,19.634075512933823,3.85
13010321.P18,TW.TWG.10.HL,2018-01-01 03:21:56.650000,2018-01-01T03:20:56.650000Z,HLZ(N/E),CWBSN,121.07990264892578,22.817699432373047,-0.195,121.24130249023438,22.865299224853516,8.930000305175781,6388,6388,6388,0.0,0.0,0.0,100.0,36001,36001,36001,3.12e-06,3.12e-06,3.12e-06,17.38480056480745,19.634075512933823,3.85
15221741.P22,BS.YULB.01.HH,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.848520Z,HHZ(N/E),CWBSN,121.2970962524414,23.392499923706055,-0.3761000061035156,121.61180114746094,23.398500442504883,25.729999542236328,6743,6743,6743,0.0,0.0,0.0,100.0,36001,36001,36001,,,,32.176435392971676,41.43490591549485,6.7
15221741.P22,TW.CHK.10.EH,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,EHZ(N/E),CWBSN,121.37300109863281,23.09779930114746,-0.034,121.61180114746094,23.398500442504883,25.729999542236328,6958,6958,6958,0.0,0.0,0.0,100.0,36001,36001,36001,8.89e-09,8.89e-09,8.89e-09,41.306184364682274,48.68248698640483,6.7
15221741.P22,TW.CHK.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.37300109863281,23.09779930114746,-0.034,121.61180114746094,23.398500442504883,25.729999542236328,6955,6955,6955,0.0,0.0,0.0,100.0,36001,36001,36001,3.2e-06,3.24e-06,3.23e-06,41.306184364682274,48.68248698640483,6.7
15221741.P22,TW.CHKH.00.HN,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HNZ(1/2),CWBSN,121.39569854736328,23.191699981689453,0.093,121.61180114746094,23.398500442504883,25.729999542236328,6828,6828,6828,0.0,0.0,0.0,100.0,36001,36001,36001,6.4e-06,6.35e-06,6.4e-06,31.831625120401867,40.87184976648873,6.7
15221741.P22,TW.ECB.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.45120239257812,23.316299438476562,-0.063,121.61180114746094,23.398500442504883,25.729999542236328,6708,6708,6708,0.0,0.0,0.0,100.0,36001,36001,36001,3.2e-06,3.22e-06,3.21e-06,18.775963538619916,31.90322291226057,6.7
15221741.P22,TW.ECS.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.21920013427734,23.095300674438477,-0.278,121.61180114746094,23.398500442504883,25.729999542236328,7073,7073,7073,0.0,0.0,0.0,100.0,36001,36001,36001,3.25e-06,3.22e-06,3.22e-06,52.361218868825844,58.46463274166741,6.7
15221741.P22,TW.EDH.00.HH,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HHZ(1/2),CWBSN,121.30390167236328,22.97249984741211,0.221,121.61180114746094,23.398500442504883,25.729999542236328,7165,7165,7165,0.0,0.0,0.0,100.0,36001,36001,36001,2.08e-09,2.08e-09,2.08e-09,56.74053671342018,62.2109119381222,6.7
15221741.P22,TW.EDH.00.HN,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HNZ(1/2),CWBSN,121.30390167236328,22.97249984741211,0.221,121.61180114746094,23.398500442504883,25.729999542236328,7143,7143,7143,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,56.74053671342018,62.2109119381222,6.7
15221741.P22,TW.EDH.10.HN,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HNZ(N/E),CWBSN,121.30390167236328,22.97249984741211,0.221,121.61180114746094,23.398500442504883,25.729999542236328,7158,7158,7158,0.0,0.0,0.0,100.0,36001,36001,36001,3.19e-06,3.2e-06,3.18e-06,56.74053671342018,62.2109119381222,6.7
15221741.P22,TW.EGC.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.54750061035156,23.707799911499023,-0.005,121.61180114746094,23.398500442504883,25.729999542236328,6878,6878,6878,0.0,0.0,0.0,100.0,36001,36001,36001,3.25e-06,3.25e-06,3.23e-06,34.878903518052596,43.345450880807846,6.7
15221741.P22,TW.EGFH.00.HN,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HNZ(1/2),CWBSN,121.42739868164062,23.668800354003906,-0.132,121.61180114746094,23.398500442504883,25.729999542236328,6799,6799,6799,0.0,0.0,0.0,100.0,36001,36001,36001,2.4632499999999997e-06,2.4632499999999997e-06,2.4632499999999997e-06,35.365943907775815,43.81316022396213,6.7
15221741.P22,TW.EGFH.10.HN,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HNZ(N/E),CWBSN,121.42739868164062,23.668800354003906,-0.132,121.61180114746094,23.398500442504883,25.729999542236328,6813,6813,6813,0.0,0.0,0.0,100.0,36001,36001,36001,3.23e-06,3.23e-06,3.25e-06,35.365943907775815,43.81316022396213,6.7
15221741.P22,TW.EHD.00.HH,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HHZ(1/2),CWBSN,121.20610046386719,23.148799896240234,-0.22239999389648438,121.61180114746094,23.398500442504883,25.729999542236328,7090,7090,7090,0.0,0.0,0.0,100.0,36001,36001,36001,1.46e-09,1.51e-09,1.48e-09,49.87721300981384,56.22511377764753,6.7
15221741.P22,TW.EHD.10.HN,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HNZ(N/E),CWBSN,121.20610046386719,23.148799896240234,-0.3223999938964844,121.61180114746094,23.398500442504883,25.729999542236328,6949,6949,6949,0.0,0.0,0.0,100.0,36001,36001,36001,,,,49.87721300981384,56.27134172220027,6.7
15221741.P22,TW.EHY.10.EH,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,EHZ(N/E),CWBSN,121.32990264892578,23.503799438476562,-0.237,121.61180114746094,23.398500442504883,25.729999542236328,6720,6720,6720,0.0,0.0,0.0,100.0,36001,36001,36001,8.89e-09,8.89e-09,8.89e-09,31.075234647694206,40.496361239446635,6.7
15221741.P22,TW.EHY.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.32990264892578,23.503799438476562,-0.237,121.61180114746094,23.398500442504883,25.729999542236328,6719,6719,6719,0.0,0.0,0.0,100.0,36001,36001,36001,3.26e-06,3.25e-06,3.25e-06,31.075234647694206,40.496361239446635,6.7
15221741.P22,TW.EHYH.00.HN,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HNZ(1/2),CWBSN,121.34510040283203,23.493799209594727,-0.018,121.61180114746094,23.398500442504883,25.729999542236328,6708,6708,6708,0.0,0.0,0.0,100.0,36001,36001,36001,6.45e-06,6.39e-06,6.44e-06,29.224539809944254,38.949110484451616,6.7
15221741.P22,TW.EHYH.10.HN,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HNZ(N/E),CWBSN,121.34510040283203,23.493799209594727,-0.168,121.61180114746094,23.398500442504883,25.729999542236328,6719,6719,6719,0.0,0.0,0.0,100.0,36001,36001,36001,,,,29.224539809944254,39.04843284169916,6.7
15221741.P22,TW.ELD.10.EH,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,EHZ(N/E),CWBSN,121.0250015258789,23.18709945678711,-1.04,121.61180114746094,23.398500442504883,25.729999542236328,7123,7123,7123,0.0,0.0,0.0,100.0,36001,36001,36001,8.89e-09,8.89e-09,8.89e-09,64.43353828390755,69.77330242488966,6.7
15221741.P22,TW.ELD.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.0250015258789,23.18709945678711,-1.04,121.61180114746094,23.398500442504883,25.729999542236328,7120,7120,7120,0.0,0.0,0.0,100.0,36001,36001,36001,3.23e-06,3.24e-06,3.24e-06,64.43353828390755,69.77330242488966,6.7
15221741.P22,TW.ELD.11.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.0250015258789,23.18709945678711,-1.04,121.61180114746094,23.398500442504883,25.729999542236328,7122,7122,7122,0.0,0.0,0.0,100.0,36001,36001,36001,3.08e-06,3.08e-06,3.07e-06,64.43353828390755,69.77330242488966,6.7
15221741.P22,TW.ESL.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.44149780273438,23.81209945678711,-0.178,121.61180114746094,23.398500442504883,25.729999542236328,6940,6940,6940,0.0,0.0,0.0,100.0,36001,36001,36001,3.24e-06,3.23e-06,3.25e-06,48.99383351905517,55.42219919105892,6.7
15221741.P22,TW.ETM.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.4927978515625,23.965499877929688,-0.19,121.61180114746094,23.398500442504883,25.729999542236328,7148,7148,7148,0.0,0.0,0.0,100.0,36001,36001,36001,3.24e-06,3.23e-06,3.24e-06,63.95962730135408,69.01217501859836,6.7
15221741.P22,TW.EYL.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.60199737548828,23.90369987487793,-0.071,121.61180114746094,23.398500442504883,25.729999542236328,7183,7183,7183,0.0,0.0,0.0,100.0,36001,36001,36001,3.25e-06,3.24e-06,3.23e-06,55.961399840336725,61.62280299912135,6.7
15221741.P22,TW.EYUL.10.HN,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HNZ(N/E),CWBSN,121.31909942626953,23.347200393676758,-0.165,121.61180114746094,23.398500442504883,25.729999542236328,6778,6778,6778,0.0,0.0,0.0,100.0,36001,36001,36001,3.25e-06,3.23e-06,3.23e-06,30.460007848031612,39.979533256337135,6.7
15221741.P22,TW.F002.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.52020263671875,23.59819984436035,-0.018,121.61180114746094,23.398500442504883,25.729999542236328,6730,6730,6730,0.0,0.0,0.0,100.0,36001,36001,36001,3.18e-06,3.2e-06,3.25e-06,24.014455722060987,35.208714319807676,6.7
15221741.P22,TW.F004.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.24829864501953,23.172700881958008,-0.244,121.61180114746094,23.398500442504883,25.729999542236328,6948,6948,6948,0.0,0.0,0.0,100.0,36001,36001,36001,3.23e-06,3.22e-06,3.2e-06,44.814186497619275,51.79729687602911,6.7
15221741.P22,TW.F015.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.855001Z,HLZ(N/E),TSMIP,121.56269836425781,23.972900390625,-0.044,121.61180114746094,23.398500442504883,25.729999542236328,3598,3598,3598,0.012501,0.012501,0.012501,50.0,18001,18001,18001,2.45e-06,2.45e-06,2.45e-06,63.81376346123192,68.82220179193091,6.7
15221741.P22,TW.F036.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.847501Z,HLZ(N/E),TSMIP,121.37449645996094,23.497699737548828,-0.109,121.61180114746094,23.398500442504883,25.729999542236328,6733,6733,6733,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,26.620791317160226,37.09879280644429,6.7
15221741.P22,TW.F037.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.39360046386719,23.45199966430664,-0.097,121.61180114746094,23.398500442504883,25.729999542236328,6711,6711,6711,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,23.07350968505953,34.632654454159464,6.7
15221741.P22,TW.F039.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.3593978881836,23.382699966430664,-0.139,121.61180114746094,23.398500442504883,25.729999542236328,6760,6760,6760,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,25.861234070271557,36.57879939191003,6.7
15221741.P22,TW.F041.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.852499Z,HLZ(N/E),TSMIP,121.30259704589844,23.264799118041992,-0.175,121.61180114746094,23.398500442504883,25.729999542236328,6890,6890,6890,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,34.91747975509026,43.47757345724808,6.7
15221741.P22,TW.F042.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.852499Z,HLZ(N/E),TSMIP,121.2645034790039,23.219900131225586,-0.207,121.61180114746094,23.398500442504883,25.729999542236328,6890,6890,6890,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,40.659614831992826,48.22791954397348,6.7
15221741.P22,TW.F044.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.53630065917969,23.65169906616211,-0.025,121.61180114746094,23.398500442504883,25.729999542236328,6800,6800,6800,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,29.082766056191662,38.847487472161795,6.7
15221741.P22,TW.F048.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.58049774169922,24.00950050354004,-0.03,121.61180114746094,23.398500442504883,25.729999542236328,7255,7255,7255,0.0,0.0,0.0,100.0,36001,36001,36001,3.22e-06,3.21e-06,3.21e-06,67.74594302438642,72.47820619109876,6.7
15221741.P22,TW.F049.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.56449890136719,23.993200302124023,-0.058,121.61180114746094,23.398500442504883,25.729999542236328,7220,7220,7220,0.0,0.0,0.0,100.0,36001,36001,36001,3.18e-06,3.2e-06,3.26e-06,66.04174315823383,70.89804482331304,6.7
15221741.P22,TW.F053.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.32039642333984,23.406400680541992,-0.137,121.61180114746094,23.398500442504883,25.729999542236328,6732,6732,6732,0.0,0.0,0.0,100.0,36001,36001,36001,3.19e-06,3.2e-06,3.21e-06,29.799089905161022,39.45994709187943,6.7
15221741.P22,TW.F054.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.34870147705078,23.430500030517578,-0.093,121.61180114746094,23.398500442504883,25.729999542236328,6743,6743,6743,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,27.123102821723663,37.4498332711393,6.7
15221741.P22,TW.F067.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.852499Z,HLZ(N/E),TSMIP,121.46880340576172,23.754499435424805,-0.091,121.61180114746094,23.398500442504883,25.729999542236328,6909,6909,6909,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,42.043138540200104,49.33912763386304,6.7
15221741.P22,TW.FULB.11.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.29389953613281,23.19860076904297,-0.376,121.61180114746094,23.398500442504883,25.729999542236328,6926,6926,6926,0.0,0.0,0.0,100.0,36001,36001,36001,3.08e-06,3.07e-06,3.08e-06,39.340312940925166,47.21422915169926,6.7
15221741.P22,TW.G020.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.847501Z,HLZ(N/E),TSMIP,121.2146987915039,23.125900268554688,-0.278,121.61180114746094,23.398500442504883,25.729999542236328,6983,6983,6982,0.0,0.015,0.0,100.0,36001,36001,36002,2.45e-06,2.45e-06,2.45e-06,50.62066397435328,56.911050433051685,6.7
15221741.P22,TW.G021.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.842500Z,HLZ(N/E),TSMIP,121.1759033203125,23.101999282836914,-0.307,121.61180114746094,23.398500442504883,25.729999542236328,7003,7003,7004,0.0,0.0,0.0,100.0,36002,36001,36001,2.45e-06,2.45e-06,2.45e-06,55.38942792513574,61.20387300683039,6.7
15221741.P22,TW.G023.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.844999Z,HLZ(N/E),TSMIP,121.16390228271484,23.05120086669922,-0.231,121.61180114746094,23.398500442504883,25.729999542236328,3543,3543,3543,0.0,0.0,0.0,50.0,18001,18001,18001,2.45e-06,2.45e-06,2.45e-06,59.84110266786379,65.22983263613213,6.7
15221741.P22,TW.G024.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.11669921875,22.970300674438477,-0.281,121.61180114746094,23.398500442504883,25.729999542236328,7172,7172,7172,0.0,0.0,0.0,100.0,36001,36001,36001,3.22e-06,3.19e-06,3.24e-06,69.41367918618113,74.12712698700992,6.7
15221741.P22,TW.G031.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.847501Z,HLZ(N/E),TSMIP,121.46759796142578,23.35610008239746,-0.045,121.61180114746094,23.398500442504883,25.729999542236328,6684,6685,6685,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,15.472453879752738,30.062392294415936,6.7
15221741.P22,TW.G032.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.41410064697266,23.244699478149414,-0.031,121.61180114746094,23.398500442504883,25.729999542236328,6770,6770,6770,0.0,0.0,0.0,100.0,36001,36001,36001,3.2e-06,3.21e-06,3.23e-06,26.438530958808148,36.91375105126756,6.7
15221741.P22,TW.G035.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.852499Z,HLZ(N/E),TSMIP,121.22760009765625,22.878400802612305,-0.056,121.61180114746094,23.398500442504883,25.729999542236328,7298,7298,7298,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,69.75644502109823,74.36988230711215,6.7
15221741.P22,TW.G057.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),TSMIP,121.33039855957031,23.025800704956055,-0.025,121.61180114746094,23.398500442504883,25.729999542236328,7068,7068,7068,0.0,0.0,0.0,100.0,36001,36001,36001,2.45e-06,2.45e-06,2.45e-06,50.33258855053266,56.53927370967728,6.7
15221741.P22,TW.SHUL.00.HN,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HNZ(1/2),CWBSN,121.56269836425781,23.787500381469727,0.115,121.61180114746094,23.398500442504883,25.729999542236328,6990,6990,6990,0.0,0.0,0.0,100.0,36001,36001,36001,6.43e-06,6.45e-06,6.45e-06,43.373209139515374,50.37224903266587,6.7
15221741.P22,TW.SHUL.10.HN,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HNZ(N/E),CWBSN,121.56269836425781,23.787500381469727,-0.035,121.61180114746094,23.398500442504883,25.729999542236328,6993,6993,6993,0.0,0.0,0.0,100.0,36001,36001,36001,,,,43.373209139515374,50.44869148423553,6.7
15221741.P22,TW.TWF1.10.EH,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,EHZ(N/E),CWBSN,121.3052978515625,23.350799560546875,-0.26,121.61180114746094,23.398500442504883,25.729999542236328,6758,6758,6758,0.0,0.0,0.0,100.0,36001,36001,36001,8.89e-09,8.89e-09,8.89e-09,31.778282333060197,41.0528842378356,6.7
15221741.P22,TW.TWF1.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,121.3052978515625,23.350799560546875,-0.26,121.61180114746094,23.398500442504883,25.729999542236328,6758,6758,6758,0.0,0.0,0.0,100.0,36001,36001,36001,3.24e-06,3.26e-06,3.26e-06,31.778282333060197,41.0528842378356,6.7
15221741.P22,TW.YUS.10.EH,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,EHZ(N/E),CWBSN,120.94999694824219,23.483299255371094,-3.845,121.61180114746094,23.398500442504883,25.729999542236328,7218,7218,7218,0.0,0.0,0.0,100.0,36001,36001,36001,8.89e-09,8.89e-09,8.89e-09,68.2763964713738,74.40663218450021,6.7
15221741.P22,TW.YUS.10.HL,2022-03-22 17:41:38.850000,2022-03-22T17:40:38.850000Z,HLZ(N/E),CWBSN,120.94999694824219,23.483299255371094,-3.845,121.61180114746094,23.398500442504883,25.729999542236328,7218,7218,7218,0.0,0.0,0.0,100.0,36001,36001,36001,3.25e-06,3.23e-06,3.23e-06,68.2763964713738,74.40663218450021,6.7
